id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2CEgGE6aESpnmtfiZwYlbV,Dynamite,Taio Cruz,79,1/1/2010,0.751,0.783,4,-3.724,1,0.00379,0,0.036,0.816,119.975,202613,4
1CdqVF1ywD0ZO1zXtB9yWa,Break Your Heart,Ludacris,59,1/1/2010,0.666,0.899,8,-4.676,1,0.00155,0,0.0677,0.629,122.05,186267,4
59dLtGBS26x7kc0rHbaPrq,Nothin' on You (feat. Bruno Mars),Bruno Mars,73,4/27/2010,0.688,0.853,10,-5.814,1,0.386,0,0.0862,0.743,103.993,268320,4
4nVyHATevhl5RC6Qmoko5H,I Like It,Pitbull,65,1/1/2010,0.646,0.94,10,-2.856,0,0.0209,0,0.0691,0.704,129.011,231787,4
3iL2l5gUqyPS6vDwJFgJTR,BedRock,Lloyd,70,1/1/2009,0.733,0.664,8,-6.163,1,0.102,0,0.191,0.557,148.005,288133,4
0Jb3o4cJwwfi35E18GURfP,In My Head,Jason Derulo,1,4/29/2022,0.762,0.733,0,-4.175,0,0.027,0,0.498,0.849,110.001,198960,4
60jzFy6Nn4M0iD1d94oteF,Rude Boy,Rihanna,73,11/20/2009,0.563,0.75,11,-4.496,1,0.113,0,0.0788,0.812,173.906,222920,4
7rl7ao5pb9BhvAzPdWStxi,Telephone,Beyoncé,68,8/5/2009,0.825,0.832,5,-5.853,0,0.00587,0.000789,0.114,0.713,122.021,220627,4
5jzKL4BDMClWqRguW5qZvh,Teenage Dream,Katy Perry,70,1/1/2010,0.719,0.798,10,-4.582,1,0.0162,2.34E-06,0.134,0.591,120.011,227741,4
7BqBn9nzAq8spo5e7cZ0dJ,Just the Way You Are,Bruno Mars,80,10/5/2010,0.635,0.841,5,-5.379,1,0.0134,0,0.0622,0.424,109.021,220734,4
2V4bv1fNWfTcyRJKmej6Sj,Cooler Than Me - Single Mix,Gigamesh,74,8/9/2010,0.768,0.82,7,-4.63,0,0.179,0,0.689,0.625,129.965,213293,4
0oJMv049q8hEkes9w0L1J4,Imma Be,Black Eyed Peas,65,1/1/2009,0.597,0.517,0,-6.963,1,0.179,0,0.307,0.413,92.035,257560,4
2igwFfvr1OAGX9SKDCPBwO,Empire State Of Mind,Alicia Keys,81,9/8/2009,0.491,0.956,11,-1.538,1,0.0295,0,0.46,0.811,173.585,276920,4
4356Typ82hUiFAynbLYbPn,DJ Got Us Fallin' In Love (feat. Pitbull),Pitbull,78,3/30/2010,0.663,0.861,7,-3.398,0,0.0338,0,0.082,0.654,119.963,220800,4
2qPUnoasNe4Ep43emVXEig,Billionaire (feat. Bruno Mars),Bruno Mars,71,6/7/2010,0.633,0.673,6,-6.403,0,0.297,0,0.206,0.659,86.776,211160,4
7Ie9W94M7OjPoZVV216Xus,Not Afraid,Eminem,78,6/18/2010,0.855,0.954,0,-1.19,0,0.529,0,0.205,0.668,114.635,248133,5
5vlEg2fT4cFWAqU5QptIpQ,Replay,Iyaz,71,8/11/2009,0.706,0.751,9,-6.323,1,0.173,0,0.168,0.195,91.031,182307,4
0uXO2GrNiIb1xHT9LUdxZE,Sexy Bitch (feat. Akon),Akon,65,8/21/2009,0.813,0.627,11,-5.018,0,0.0771,0.000616,0.131,0.801,130.011,195853,4
285hMzLhJwHVLe9QT9qilk,Breakeven,The Script,72,7/14/2008,0.63,0.696,10,-4.501,1,0.144,0,0.0835,0.491,94.034,261427,4
6vc2Jq2vaGu8z326kSrw92,Your Love Is My Drug,Kesha,68,1/1/2010,0.826,0.612,1,-3.891,1,0.00681,0,0.0889,0.756,120.057,187133,4
72np30cEzvqzxAUG5mrhyT,I Gotta Feeling,Black Eyed Peas,47,1/1/2011,0.744,0.776,0,-6.399,1,0.0757,0,0.512,0.647,127.957,289187,4
3DamFFqW32WihKkTVlwTYQ,Fireflies,Owl City,77,1/1/2009,0.512,0.662,3,-6.797,1,0.0275,0,0.118,0.472,180.114,228347,4
2fQ6sBFWaLv2Gxos4igHLy,Say Aah (feat. Fabolous),Fabolous,62,8/31/2009,0.724,0.87,1,-3.614,0,0.00453,0,0.833,0.81,93.01,207547,4
4BycRneKmOs6MhYG9THsuX,Find Your Love,Drake,64,1/1/2010,0.627,0.614,6,-6.006,0,0.0211,0,0.0286,0.758,96.038,208947,4
4lwavw59UjXUPJZtKNdFYp,Alejandro,Lady Gaga,62,8/5/2009,0.626,0.799,11,-6.612,0,0.000358,0.00155,0.36,0.369,98.992,274213,4
6BaxqcoEM9r3LXisTyJjST,Ridin' Solo,Jason Derulo,64,2/24/2010,0.442,0.83,9,-4.02,1,0.128,0,0.129,0.578,89.338,215747,4
3ZdJffjzJWFimSQyxgGIxN,Just A Dream,Nelly,72,11/12/2010,0.531,0.752,1,-6.161,1,0.0421,0,0.12,0.103,89.917,237800,4
1WtTLtofvcjQM3sXSMkDdX,How Low,Ludacris,62,1/1/2010,0.785,0.498,1,-6.977,1,0.00248,1.23E-06,0.224,0.418,143.96,201587,4
4DvhkX2ic4zWkQeWMwQ2qf,Like A G6,DEV,69,1/1/2010,0.435,0.837,3,-8.126,1,0.00676,0,0.117,0.778,124.913,216893,4
2DHc2e5bBn4UzY0ENVFrUl,Carry Out (Featuring Justin Timberlake),Justin Timberlake,68,1/1/2009,0.531,0.574,10,-6.693,0,0.114,0.0308,0.256,0.272,115.68,232467,5
4fIWvT19w9PR0VVBuPYpWA,Haven't Met You Yet,Michael Bublé,69,10/6/2009,0.615,0.733,8,-4.808,1,0.152,0,0.109,0.796,122.58,244587,4
6ebkx7Q5tTxrCxKq4GYj0Y,Club Can't Handle Me (feat. David Guetta),David Guetta,75,11/24/2010,0.616,0.869,0,-3.911,1,0.0283,0,0.064,0.473,127.966,234560,4
6cmm1LMvZdB5zsCwX5BjqE,Down,Lil Wayne,77,1/1/2009,0.727,0.68,2,-4.498,1,0.0101,0,0.0821,0.728,132.012,212507,4
3kMrazSvILsgcwtidZd1Qd,Bulletproof,La Roux,70,2009,0.674,0.882,3,-2.771,0,0.000441,6.47E-05,0.068,0.682,123.016,205733,4
67T6l4q3zVjC5nZZPXByU8,Whatcha Say,Jason Derulo,65,2/24/2010,0.615,0.711,11,-5.507,1,0.0444,0,0.145,0.711,144.036,221253,4
6epn3r7S14KUqlReYr77hA,Baby,Ludacris,80,1/1/2010,0.728,0.859,5,-5.237,0,0.0401,0,0.111,0.535,65.043,214240,4
2rDwdvBma1O1eLzo29p2cr,Whataya Want from Me,Adam Lambert,62,11/23/2009,0.44,0.683,11,-4.732,0,0.00706,0,0.0593,0.445,185.948,227320,4
0dBW6ZsW8skfvoRfgeerBF,Mine,Taylor Swift,64,10/25/2010,0.624,0.757,7,-2.94,1,0.00265,1.87E-06,0.189,0.658,121.07,230707,4
2ENexcMEMsYk0rVJigVD3i,Only Girl (In The World),Rihanna,75,1/1/2010,0.789,0.706,11,-4.233,0,0.112,1.71E-05,0.0586,0.638,125.911,235493,4
1HfxPaJggVwFsvOtHbVzMz,Live Like We're Dying,Kris Allen,51,11/16/2009,0.589,0.893,0,-2.948,1,0.0273,0,0.343,0.94,92.011,212507,4
3YJkAQNEhmCZGLdmPsu6Ye,Hard,Jeezy,54,11/20/2009,0.31,0.746,1,-3.599,1,0.0121,0,0.649,0.163,182.032,250600,4
35srNkJVToAzYiZzron1FY,Young Forever,Mr Hudson,64,9/8/2009,0.637,0.69,9,-3.214,0,0.417,0,0.211,0.103,140.329,253907,4
7lWUJpax919G4JdaFEVmCy,Blah Blah Blah (feat. 3OH!3),3OH!3,60,1/1/2010,0.752,0.836,10,-3.173,1,0.0843,0.000425,0.424,0.519,120.003,172053,4
4AYX69oFP3UOS1CFmV9UfO,Bottoms Up (feat. Nicki Minaj),Nicki Minaj,72,9/14/2010,0.844,0.601,1,-5.283,1,0.0205,0,0.385,0.331,73.989,242013,4
6A5NlmBCsCGbJ27jHQgKV5,Do You Remember,Lil Jon,68,1/1/2009,0.854,0.674,11,-4.896,1,0.0204,0,0.101,0.818,125.845,210800,4
5XRHGXut00SrJUFmcn2lQF,All The Right Moves,OneRepublic,64,1/1/2009,0.529,0.948,0,-3.527,1,0.258,9.35E-06,0.283,0.65,146.024,238000,4
72phhQtfwZcRweweRxxkmU,According To You,Orianthi,49,1/1/2010,0.619,0.917,5,-2.582,1,0.0233,1.21E-05,0.0986,0.552,131.002,200347,4
3bMNprrp2JDKZsGbiXpsJl,My Chick Bad,Nicki Minaj,67,1/1/2010,0.624,0.723,1,-6.782,1,0.172,0,0.483,0.757,84.789,216933,4
3GCL1PydwsLodcpv0Ll1ch,You Belong With Me,Taylor Swift,68,11/11/2008,0.687,0.783,6,-4.44,1,0.162,1.35E-05,0.114,0.443,129.964,231133,4
53G9O6uImlUMaeh1oG3vQ6,Meet me halfway,Made famous by The Black Eyed Peas,1,3/4/2011,0.635,0.665,2,-6.755,1,0.0012,0.894,0.171,0.357,130.005,282434,4
0WCiI0ddWiu5F2kSHgfw5S,Take It Off,Kesha,67,1/1/2010,0.729,0.675,5,-5.292,0,4.14E-05,0.00126,0.0867,0.74,125.036,215200,4
6BdgtqiV3oXNqBikezwdvC,Over,Drake,66,1/1/2010,0.35,0.845,7,-5.614,1,0.0107,0,0.123,0.45,99.643,233560,5
1fBl642IhJOE5U319Gy2Go,Animal,Neon Trees,70,1/1/2010,0.482,0.833,5,-5.611,1,0.000346,0,0.365,0.74,148.039,212293,4
6KBYk8OFtod7brGuZ3Y67q,Misery,Maroon 5,63,2010,0.704,0.81,4,-4.874,0,0.000315,0,0.216,0.726,102.98,216200,4
5uHYcK0nbEYgRaFTY5BqnP,Magic (feat. Rivers Cuomo),Rivers Cuomo,65,4/27/2010,0.549,0.932,8,-4.11,0,0.0127,0,0.347,0.787,82.439,196133,4
7Hqig8kp32q2Ire3ECQvWM,Paparazzi,Lady Gaga,66,1/1/2008,0.762,0.692,5,-3.973,0,0.113,0,0.094,0.397,114.906,208307,4
4faiJXyBflUVVOOE9fxbeg,Tie Me Down (feat. Ray J),Ray J,53,9/15/2009,0.42,0.787,8,-4.467,1,0.0104,0,0.198,0.38,97.967,178808,4
1w6kG4Rc29m5EherbvpkF5,Your Love,Nicki Minaj,61,1/1/2010,0.422,0.52,11,-10.231,1,0.00204,0.00413,0.411,0.184,189.63,245253,4
5Q0Nhxo0l2bP3pNjpGJwV1,Party In The U.S.A.,Miley Cyrus,74,1/1/2009,0.652,0.698,10,-4.667,0,0.00112,0.000115,0.0886,0.47,96.021,202067,4
1tsGmOqaKh8rrT11CX5Q3p,Deuces (In the Style of Chris Brown feat. Tyga & Kevin McCall) [Karaoke Version],Instrumental King,1,5/30/2018,0.902,0.0911,5,-11.402,0,0.173,0.445,0.106,0.069,147.937,285405,4
6pymOcrCnMuCWdgGVTvUgP,3,Britney Spears,61,11/9/2009,0.697,0.709,5,-1.917,0,0.0452,0,0.138,0.787,134.91,213173,4
1T8PwF3JhIiWwBhun23RNe,Impossible,Shontelle,69,1/1/2010,0.6,0.624,8,-3.631,1,0.385,0,0.125,0.529,90.036,226533,4
5UsLjwBaTHBX4ektWIr4XX,Forever,Eminem,72,5/15/2009,0.457,0.906,5,-2.278,0,0.249,0,0.182,0.54,104.02,357707,5
1MaqkdFNIKPdpQGDzme5ss,Two Is Better Than One (feat. Taylor Swift),Taylor Swift,64,9/7/2009,0.521,0.702,0,-5.189,1,0.189,0,0.0962,0.25,127.976,242840,4
17tDv8WA8IhqE8qzuQn707,My First Kiss (feat. Ke$ha),Kesha,61,6/25/2010,0.682,0.889,0,-4.166,1,0.00564,0,0.36,0.827,138.021,192440,4
4fq2YUONcgrCJ2SPndSeKC,Already Gone,Kelly Clarkson,56,3/6/2009,0.209,0.872,9,-2.996,1,0.217,0,0.0768,0.294,78.139,281560,4
1TI4hX7CnMLXD5eBqiYDkH,Rock That Body,Black Eyed Peas,5,4/21/2022,0.715,0.907,7,-6.025,0,0.0172,8.39E-05,0.426,0.841,124.991,268840,4
1NhPKVLsHhFUHIOZ32QnS2,Secrets,OneRepublic,74,1/1/2009,0.516,0.764,2,-6.223,1,0.0717,0,0.115,0.376,148.021,224693,4
1YaVmBh7EAeR54FIjuFcb5,Naturally,Selena Gomez & The Scene,63,1/1/2009,0.605,0.902,10,-5.406,0,0.0185,1.01E-06,0.0534,0.875,132.612,202587,4
4JOP8ELK6AaeySe7sKe996,Un-thinkable (I'm Ready),Alicia Keys,61,12/15/2009,0.596,0.505,7,-7.892,1,0.732,1.97E-05,0.106,0.335,86.097,249240,4
12PNcnMsjsZ3eHm62t8hiy,All I Do Is Win,DJ Khaled featuring T-Pain Ludacris Snoop Dogg and Rick Ross,68,3/2/2010,0.545,0.781,10,-3.616,1,0.0139,0,0.161,0.277,150.097,232507,4
6H2wnX7ytNeCKERIVqCwgs,I Made It (Cash Money Heroes),Lil Wayne,56,1/1/2010,0.592,0.944,7,-2.94,1,0.043,0,0.365,0.574,124.42,249547,5
0JcKdUGNR7zI4jJDLyYXbi,Stuck Like Glue,Sugarland,66,1/1/2010,0.702,0.795,1,-4.764,1,0.329,0,0.0505,0.836,83.961,247587,4
1kLYMOFEzQX9PgdKB7VkSL,Hey Daddy (Daddy's Home) (feat. Plies),Plies,50,12/8/2009,0.402,0.741,11,-3.822,1,0.000299,0,0.203,0.356,127.835,256293,5
6IUiqtI8tE49sqGbmtrNd8,There Goes My Baby,Usher,56,3/30/2010,0.626,0.52,9,-8.077,0,0.175,0,0.13,0.257,77.468,281293,4
2JoJrsEV15OzbijS47lids,Today Was A Fairytale (Taylor’s Version),Taylor Swift,59,4/9/2021,0.482,0.779,7,-5.025,1,0.0135,0,0.296,0.328,158.162,241822,4
7qje9qxLncMESiPeI27SAn,Say Something (Featuring Drake),Drake,61,1/1/2009,0.555,0.713,11,-4.549,1,0.0845,0,0.712,0.725,79.934,240920,4
1FKxKGONukVFXWVJxAKmlz,Sweet Dreams,Beyoncé,62,11/14/2008,0.694,0.825,1,-5.986,1,0.0895,1.86E-05,0.0618,0.788,121.949,208067,4
5VGlqQANWDKJFl0MBG3sg2,Use Somebody,Kings of Leon,74,9/23/2008,0.276,0.715,0,-5.356,1,0.00552,0.000417,0.201,0.173,137.028,230760,4
1Fo2N5iXRi37maMboaig7O,Undo It,Carrie Underwood,57,2009,0.476,0.84,2,-2.259,1,0.11,0,0.046,0.648,156.254,177253,4
4Yaw2PmyOETOnEM3TCf98I,Eenie Meenie - Radio Version,Justin Bieber,56,2/28/2020,0.718,0.638,1,-3.479,1,0.0412,0,0.169,0.835,121.242,201973,4
1kMuU3TNQvHbqvXCWBodmP,Right Above It,Drake,67,1/1/2010,0.376,0.841,3,-4.348,0,0.0435,0,0.578,0.463,76.052,271947,4
02eD9ymfJOJOhM97HYp5R9,The House That Built Me,Miranda Lambert,65,9/24/2009,0.525,0.3,5,-8.005,1,0.578,8.30E-06,0.116,0.206,80.993,236627,4
4u26EevCNXMhlvE1xFBJwX,If I Die Young,The Band Perry,68,1/1/2010,0.606,0.497,4,-6.611,1,0.348,0,0.275,0.362,130.739,222773,4
7JIuqL4ZqkpfGKQhYlrirs,The Only Exception,Paramore,70,9/28/2009,0.452,0.563,4,-6.607,1,0.144,0,0.143,0.209,137.715,267653,3
3fqFTJip4d7yZeekqUBRyd,American Honey,Lady Antebellum,29,8/13/2021,0.588,0.684,1,-5.154,1,0.511,0,0.141,0.12,85.993,224867,4
3VA8T3rNy5V24AXxNK5u9E,King of Anything,Sara Bareilles,60,9/7/2010,0.676,0.762,1,-4.172,1,0.461,0,0.0574,0.81,119.003,207493,4
4gWTBq5Jftq5CEKYpLXD8R,Life After You,Daughtry,50,7/14/2009,0.434,0.764,5,-3.45,1,0.0534,0,0.437,0.309,51.316,206413,4
4ZC8hXXqu2hPcDLw9QTdtQ,Smile,Uncle Kracker,65,9/11/2009,0.541,0.812,4,-3.764,1,0.203,0,0.42,0.607,141.056,201627,4
61LtVmmkGr8P9I2tSPvdpf,Teach Me How to Dougie,Cali Swag District,65,7/12/2011,0.846,0.438,11,-4.981,1,0.2,9.43E-05,0.0939,0.512,85.013,237480,4
1yK9LISg5uBOOW5bT2Wm0i,Try Sleeping with a Broken Heart,Alicia Keys,58,12/15/2009,0.496,0.821,5,-5.155,1,0.158,0.246,0.13,0.549,110.977,249013,5
5UzU0qw21okODBNUnxptVo,Lover Lover,Jerrod Niemann,61,7/13/2010,0.879,0.567,7,-6.509,1,0.186,0,0.622,0.948,112.473,193733,4
32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk (feat. Bruno Mars),Bruno Mars,81,1/12/2015,0.856,0.609,0,-7.223,1,0.00801,8.15E-05,0.0344,0.928,114.988,269667,4
34gCuhDGsG4bRPIf9bb02f,Thinking out Loud,Ed Sheeran,80,6/21/2014,0.781,0.445,2,-6.061,1,0.474,0,0.184,0.591,78.998,281560,4
2JzZzZUQj3Qff7wapcbKjc,See You Again (feat. Charlie Puth),Charlie Puth,80,2015,0.689,0.481,10,-7.503,1,0.369,1.03E-06,0.0649,0.283,80.025,229526,4
2d8JP84HNLKhmd6IYOoupQ,Trap Queen,Fetty Wap,73,9/25/2015,0.746,0.873,7,-3.803,1,0.0244,0,0.354,0.817,148.075,222093,4
2iuZJX9X9P0GKaE93xcPjk,Sugar,Maroon 5,79,9/2/2014,0.748,0.788,1,-7.055,1,0.0591,0,0.0863,0.884,120.076,235493,4
4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,WALK THE MOON,80,12/2/2014,0.578,0.866,1,-3.804,1,0.00701,0,0.257,0.619,128.038,199080,4
1p80LdxRV74UKvL8gnD7ky,Blank Space,Taylor Swift,74,10/27/2014,0.753,0.678,5,-5.421,1,0.085,1.64E-06,0.13,0.583,96.006,231827,4
5RIVoVdkDLEygELLCniZFr,Watch Me (Whip / Nae Nae),Silentó,64,5/4/2015,0.821,0.759,8,-8.541,1,0.247,0,0.321,0.962,140.01,185143,4
4frLb7nWtsz2ymBE6k2GRP,Earned It (Fifty Shades Of Grey),The Weeknd,72,8/28/2015,0.659,0.291,2,-8.275,0,0.405,0,0.0771,0.406,119.829,277680,3
7fBv7CLKzipRk6EC6TWHOB,The Hills,The Weeknd,83,8/28/2015,0.585,0.564,0,-7.063,0,0.0671,0,0.135,0.137,113.003,242253,4
023OVLNzXhX0j7CxswUt6D,Cheerleader - Felix Jaehn Remix Radio Edit,OMI,66,10/16/2015,0.78,0.68,4,-6.081,1,0.141,1.20E-05,0.138,0.594,118.026,180560,4
22VdIZQfgXJea34mQxlt81,Can't Feel My Face,The Weeknd,78,8/28/2015,0.705,0.769,9,-5.526,0,0.113,0,0.105,0.583,107.949,213520,4
3zHq9ouUJQFQRf3cm1rRLu,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,77,11/6/2015,0.262,0.606,8,-6.646,1,0.247,0,0.125,0.275,189.857,252534,4
1CS7Sd1u5tWkstBhpssyjP,Take Me to Church,Hozier,74,9/19/2014,0.566,0.664,4,-5.303,0,0.634,0,0.116,0.437,128.945,241693,4
6xsEAm6w9oMQYYg3jkEkMT,Bad Blood,Kendrick Lamar,70,5/17/2015,0.654,0.655,11,-7.388,0,0.0294,0,0.139,0.221,170.16,200107,4
1Lim1Py7xBgbAkAys3AGAG,Lean On,DJ Snake,71,11/27/2015,0.723,0.809,7,-3.081,0,0.00346,0.00123,0.565,0.274,98.007,176561,4
7oGZAicScQt96OAW4AruYy,Want to Want Me,Jason Derulo,73,5/29/2015,0.775,0.68,0,-5.508,0,0.00906,0,0.109,0.656,114.025,207719,4
5xTtaWoae3wi06K5WfVUUH,Shake It Off,Taylor Swift,71,10/27/2014,0.647,0.785,7,-5.414,1,0.0561,0,0.148,0.943,160.015,219200,4
66hayvUbTotekKU3H4ta1f,Where Are Ü Now (with Justin Bieber),Justin Bieber,73,2/24/2015,0.432,0.781,4,-4.038,0,0.041,4.21E-06,0.0789,0.197,139.432,250286,4
37f4ITSlgPX81ad2EvmVQr,Fight Song,Rachel Platten,76,1/1/2016,0.564,0.714,7,-4.987,1,0.0549,0,0.155,0.33,175.924,204013,4
5NQbUaeTEOGdD6hHcre0dZ,679 (feat. Remy Boyz),Remy Boyz,73,6/29/2015,0.618,0.717,7,-5.738,1,0.00256,0,0.625,0.603,190.05,196693,4
6gj08XDlv9Duc2fPOxUmVD,Lips Are Movin,Meghan Trainor,70,1/9/2015,0.775,0.825,7,-5.402,1,0.0506,1.03E-06,0.111,0.95,139.091,182667,4
41Fflg7qHiVOD6dEPvsCzO,Worth It (feat. Kid Ink),Kid Ink,72,1/30/2015,0.884,0.765,8,-3.865,1,0.063,7.04E-06,0.118,0.594,99.987,224573,4
0fgZUSa7D7aVvv3GfO0A1n,Post to Be (feat. Chris Brown & Jhene Aiko),Jhené Aiko,71,12/2/2014,0.733,0.676,10,-5.655,0,0.0697,0,0.208,0.701,97.448,226581,4
4MflGTO2ZTcSQ12bWcyRgI,Honey I'm Good.,Andy Grammer,71,8/5/2014,0.752,0.775,9,-7.289,1,0.0324,0,0.351,0.595,122.014,199263,4
7795WJLVKJoAyVoOtCWqXN,I'm Not The Only One,Sam Smith,80,5/26/2014,0.677,0.485,5,-5.795,1,0.529,2.04E-05,0.0766,0.493,82.001,239317,4
578Eooad7oUyn4stovZiPg,Good For You,A$AP Rocky,61,10/9/2015,0.607,0.673,5,-6.484,0,0.181,0,0.069,0.215,88.952,221280,4
5jE48hhRu8E6zBDPRSkEq7,All About That Bass,Meghan Trainor,71,1/9/2015,0.807,0.887,9,-3.726,1,0.0573,2.87E-06,0.124,0.961,134.052,187920,4
4lIxdJw6W3Fg4vUIYCB0S5,Style,Taylor Swift,70,10/27/2014,0.598,0.786,2,-5.572,1,0.00253,0.0016,0.117,0.456,95.019,231000,4
0wwPcA6wtMf6HUMpIRdeP7,Hotline Bling,Drake,76,5/6/2016,0.891,0.628,2,-7.863,1,0.00258,0.00019,0.0504,0.552,134.966,267067,4
5b2bu6yyATC1zMXDGScJ2d,Hey Mama,David Guetta featuring Nicki Minaj Bebe Rexha and Afrojack,61,11/24/2014,0.596,0.73,9,-4.091,1,0.24,0,0.325,0.525,85.979,192560,4
26rdOwwjC2UnweK3xeS58u,GDFR (feat. Sage the Gemini & Lookas),Lookas,69,4/7/2015,0.657,0.827,5,-4.036,1,0.000704,0.00534,0.065,0.69,145.889,190186,4
4B0JvthVoAAuygILe3n4Bs,What Do You Mean?,Justin Bieber,76,11/13/2015,0.845,0.567,5,-8.118,0,0.59,0.00142,0.0811,0.793,125.02,205680,4
1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,Ed Sheeran,82,6/21/2014,0.614,0.379,4,-10.48,1,0.607,0.000464,0.0986,0.201,107.989,258987,4
62PaSfnXSMyLshYJrlTuL3,Hello,Adele,71,11/20/2015,0.578,0.43,5,-6.134,0,0.33,0,0.0854,0.288,78.991,295502,4
5jsw9uXEGuKyJzs0boZ1bT,Stitches,Shawn Mendes,73,4/14/2015,0.752,0.754,1,-6.684,1,0.0151,0,0.0486,0.755,149.789,206880,4
2tpfxAXiI52znho4WE3XFA,Talking Body,Tove Lo,66,9/24/2014,0.736,0.761,4,-5.449,0,0.0966,0,0.0823,0.114,119.999,238427,4
2RqtfcLB7iOZj0zYB8Auhu,Jealous,Nick Jonas,63,11/20/2015,0.7,0.701,11,-3.834,0,0.013,0,0.461,0.38,93.012,223107,4
2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,Ne-Yo,80,11/21/2014,0.721,0.802,1,-5.797,1,0.0921,0,0.694,0.724,124.022,229360,4
7x5xYW5W42OGPAdHUyyguy,Locked Away (feat. Adam Levine),Adam Levine,76,10/9/2015,0.509,0.671,1,-5.709,1,0.304,0,0.0452,0.55,118.413,227480,5
7ioiB40H9xKs04QtIso2I3,Somebody,Jeremih,66,1/6/2014,0.83,0.52,0,-8.714,1,0.000792,1.25E-05,0.0656,0.735,104.99,189907,4
78TTtXnFQPzwqlbtbwqN0y,FourFiveSeconds,Paul McCartney,76,1/24/2015,0.582,0.272,2,-5.662,1,0.875,0,0.13,0.354,205.846,188238,4
04aAxqtGp5pv12UXAg4pkq,Centuries,Fall Out Boy,79,1/20/2015,0.393,0.858,4,-2.868,0,0.00359,0,0.102,0.56,176.042,228360,4
1WoOzgvz6CgH4pX6a1RKGp,My Way (feat. Monty),Monty,65,9/25/2015,0.748,0.741,6,-3.103,1,0.00419,0,0.147,0.537,128.077,213053,4
6DEaND0SHv3sC11xobZLiy,Take Your Time,Sam Hunt,64,10/27/2014,0.558,0.719,11,-5.603,1,0.101,0,0.212,0.483,158.031,243707,4
2bL2gyO6kBdLkNSkxXNh6x,Animals,Maroon 5,78,9/2/2014,0.279,0.742,4,-6.46,0,0.000185,0,0.593,0.328,189.868,231013,4
7FYH5AW3bVfZHJIQpq3UOA,I Don't Fuck With You,E-40,74,2/24/2015,0.824,0.733,1,-5.474,1,0.0362,0,0.325,0.395,97.972,284387,4
0NTMtAO2BV4tnGvw9EgBVq,Bitch Better Have My Money,Rihanna,72,3/26/2015,0.781,0.728,1,-4.981,1,0.0509,1.94E-06,0.257,0.395,102.99,219306,4
4T0ScSPdQKmGvruK7pavNP,Flex (Ooh Ooh Ooh),Rich Homie Quan,64,2/10/2015,0.726,0.607,2,-7.68,1,0.0389,0,0.19,0.891,81.997,176744,4
0PT7nlpo11hYYyfnBgtilT,Nasty Freestyle,T-Wayne,61,5/4/2015,0.779,0.472,11,-7.116,1,0.0577,0,0.114,0.412,135.051,142212,4
4MRT0dDbhqFKl67WzhUbSw,Only,Chris Brown,70,12/15/2014,0.573,0.495,8,-7.245,0,0.405,0,0.0969,0.255,179.196,312027,3
5S9lfZu1YF8xKkgSsqL2Bd,Elastic Heart,Sia,62,5/4/2015,0.421,0.791,9,-4.998,1,0.0117,1.48E-05,0.146,0.499,130.075,257200,4
3uwnnTQcHM1rDqSfA4gQNz,Cool for the Summer,Demi Lovato,84,1/1/2015,0.583,0.61,5,-5.639,0,0.00425,0.000105,0.14,0.336,114.06,214740,4
0fYVliAYKHuPmECRs1pbRf,Renegades,X Ambassadors,74,6/30/2015,0.526,0.862,2,-6.003,1,0.0144,0.0597,0.229,0.528,90.052,195200,4
7aXuop4Qambx5Oi3ynsKQr,I Don't Mind (feat. Juicy J),Juicy J,67,11/21/2014,0.87,0.464,4,-8.337,1,0.205,0,0.0902,0.457,112.974,251989,4
5J4ZkQpzMUFojo1CtAZYpn,Love Me Harder,The Weeknd,74,8/25/2014,0.472,0.714,1,-4.389,0,0.00937,0,0.0764,0.24,98.992,236133,4
1Ov37jtRQ2YNAe8HzfczkL,Wildest Dreams (Taylor's Version),Taylor Swift,80,9/17/2021,0.583,0.67,8,-7.289,1,0.0374,0.0001,0.126,0.498,140.061,220433,4
5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,Sam Smith,79,5/26/2014,0.418,0.42,0,-6.444,1,0.588,6.39E-05,0.11,0.184,84.094,172724,4
57kR5SniQIbsbVoIjjOUDa,You Know You Like It,AlunaGeorge,68,10/14/2014,0.407,0.725,5,-5.346,0,0.0141,2.46E-06,0.306,0.247,196.093,247267,4
5PUawWFG1oIS2NwEcyHaCr,Uma Thurman,Fall Out Boy,66,1/20/2015,0.623,0.962,4,-2.616,0,0.103,0.000174,0.264,0.676,149.963,211573,4
367Ad98Xe9Z5BdSSHjE4pl,11-Jul,Smooth Jazz All Stars,1,5/5/2015,0.96,0.663,5,-10.005,1,0.307,0.00147,0.0559,0.68,135.968,196942,4
6wJwkMo278iWVlWl1XQ4WA,The Heart Wants What It Wants,Selena Gomez,63,1/1/2014,0.616,0.789,7,-4.874,0,0.053,0,0.142,0.621,83.066,227373,4
